# BUSCO version is: 6.0.0 
# The lineage dataset is: archaea_odb12 (Creation date: 2025-05-14, number of genomes: 157, number of BUSCOs: 195)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
314at2157	Missing
1798at2157	Missing
1912at2157	Complete	NODE_1_length_523019_cov_35.337313	176371	175943	-	89.0	136
4116at2157	Missing
4696at2157	Missing
5615at2157	Missing
5619at2157	Missing
5670at2157	Missing
5718at2157	Missing
5866at2157	Missing
5877at2157	Missing
5935at2157	Missing
5987at2157	Missing
6075at2157	Missing
6113at2157	Complete	NODE_9_length_160020_cov_39.719382	62043	63584	+	428.0	436
6121at2157	Missing
6244at2157	Missing
6290at2157	Fragmented	NODE_11_length_153230_cov_39.213473	88490	86373	-	384.1	529
6295at2157	Missing
6379at2157	Missing
6533at2157	Missing
6575at2157	Complete	NODE_1_length_523019_cov_35.337313	260829	262088	+	299.8	376
6605at2157	Complete	NODE_7_length_286996_cov_37.800226	241597	240431	-	120.4	234
6874at2157	Complete	NODE_8_length_282777_cov_37.165398	7731	8192	+	168.6	148
7000at2157	Complete	NODE_3_length_402718_cov_33.543387	53414	52953	-	162.3	150
7144at2157	Missing
7146at2157	Missing
7259at2157	Missing
7316at2157	Missing
7375at2157	Complete	NODE_3_length_402718_cov_33.543387	335734	334241	-	542.8	477
7378at2157	Missing
7506at2157	Complete	NODE_7_length_286996_cov_37.800226	63979	61361	-	484.5	766
7529at2157	Missing
7620at2157	Missing
7668at2157	Missing
7751at2157	Missing
7792at2157	Complete	NODE_3_length_402718_cov_33.543387	54345	53419	-	396.5	300
7793at2157	Missing
7798at2157	Missing
7870at2157	Missing
7902at2157	Missing
7912at2157	Missing
7927at2157	Missing
8183at2157	Missing
8293at2157	Complete	NODE_37_length_29872_cov_35.106025	15175	14441	-	271.1	240
8389at2157	Missing
8479at2157	Complete	NODE_22_length_72694_cov_38.560489	13349	14767	+	421.9	382
8493at2157	Missing
8643at2157	Missing
8644at2157	Missing
8656at2157	Missing
8658at2157	Fragmented	NODE_1_length_523019_cov_35.337313	212499	210655	-	81.6	241
8659at2157	Complete	NODE_1_length_523019_cov_35.337313	487231	485867	-	231.0	350
8680at2157	Complete	NODE_6_length_338063_cov_36.607788	224818	223529	-	455.4	369
8831at2157	Missing
8842at2157	Complete	NODE_11_length_153230_cov_39.213473	103539	103096	-	117.3	136
8904at2157	Duplicated	NODE_17_length_84920_cov_37.904058	39629	37194	-	290.3	381
8904at2157	Duplicated	NODE_30_length_44885_cov_33.825232	4156	5475	+	249.3	372
9089at2157	Complete	NODE_15_length_100586_cov_37.517506	59646	59008	-	106.2	156
9126at2157	Missing
9418at2157	Missing
9465at2157	Missing
9473at2157	Complete	NODE_16_length_96149_cov_39.011366	57918	57412	-	176.5	146
9593at2157	Missing
9863at2157	Missing
9883at2157	Complete	NODE_7_length_286996_cov_37.800226	82972	82130	-	208.5	245
9887at2157	Fragmented	NODE_10_length_157613_cov_33.680873	132980	131583	-	178.2	330
10058at2157	Missing
10073at2157	Missing
10127at2157	Missing
10348at2157	Missing
10382at2157	Missing
10429at2157	Missing
10470at2157	Missing
10536at2157	Complete	NODE_30_length_44885_cov_33.825232	39389	40582	+	226.8	333
10567at2157	Missing
10698at2157	Missing
10737at2157	Missing
10899at2157	Missing
10943at2157	Missing
10981at2157	Missing
11138at2157	Missing
11309at2157	Missing
11624at2157	Missing
11877at2157	Missing
12054at2157	Missing
14397at2157	Missing
15051at2157	Missing
15212at2157	Missing
15328at2157	Missing
15447at2157	Missing
17644at2157	Missing
19001at2157	Missing
19013at2157	Complete	NODE_25_length_59335_cov_37.855614	51151	51852	+	123.0	164
23569at2157	Missing
23689at2157	Missing
24205at2157	Missing
24971at2157	Missing
25735at2157	Complete	NODE_17_length_84920_cov_37.904058	58535	57321	-	166.3	225
25810at2157	Missing
27149at2157	Missing
27533at2157	Missing
27944at2157	Missing
27972at2157	Missing
30537at2157	Missing
30538at2157	Missing
30559at2157	Missing
30639at2157	Missing
30658at2157	Missing
30823at2157	Complete	NODE_3_length_402718_cov_33.543387	122434	125859	+	707.6	830
30930at2157	Missing
30955at2157	Missing
30957at2157	Missing
31129at2157	Missing
31271at2157	Missing
31300at2157	Missing
31424at2157	Missing
32941at2157	Missing
33049at2157	Complete	NODE_8_length_282777_cov_37.165398	189858	188782	-	411.3	320
33250at2157	Complete	NODE_6_length_338063_cov_36.607788	280488	279652	-	191.3	262
33582at2157	Missing
33866at2157	Missing
34207at2157	Missing
35104at2157	Missing
